word,index,occurance
Polly,5843,12
demanded,5844,12
Prince,5845,12
shuttle,5846,12
conclude,5847,12
Are,5848,12
distance,5849,12
concerning,5850,12
communist,5851,12
declares,5852,12
computer-driven,5853,12
Barre,5854,12
Stewart,5855,12
high-definition,5856,12
retains,5857,12
daughter,5858,12
Candlestick,5859,12
married,5860,12
Few,5861,12
Amsterdam,5862,12
H&R,5863,12
waves,5864,12
bus,5865,12
minds,5866,12
marginal,5867,12
"60,000",5868,12
USIA,5869,12
6.25,5870,12
columnist,5871,12
McGovern,5872,12
criteria,5873,12
mounting,5874,12
tax-free,5875,12
indicted,5876,12
deficits,5877,12
Fifth,5878,12
Am,5879,12
regain,5880,12
unveil,5881,12
constitute,5882,12
threw,5883,12
Realty,5884,12
inflation-adjusted,5885,12
trim,5886,12
Nynex,5887,12
fled,5888,12
seconds,5889,12
alter,5890,12
ice,5891,12
offensive,5892,12
island,5893,12
selection,5894,12
Annualized,5895,12
impressive,5896,12
Takeover,5897,12
clothes,5898,12
perfect,5899,12
7.6,5900,12
Runkel,5901,12
notified,5902,12
weakened,5903,12
insolvent,5904,12
Commodities,5905,12
sick,5906,12
install,5907,12
decent,5908,12
free-market,5909,12
recommendation,5910,12
advising,5911,12
Jonathan,5912,12
dump,5913,12
cost-cutting,5914,12
Article,5915,12
inquiries,5916,12
defects,5917,12
Capel,5918,12
exclude,5919,12
spots,5920,12
limiting,5921,12
amendments,5922,12
Hispanic,5923,12
pessimistic,5924,12
grocery,5925,12
mass,5926,12
availability,5927,12
sponsors,5928,12
oust,5929,12
noticed,5930,12
portable,5931,12
rush,5932,12
song,5933,12
valid,5934,12
carbon,5935,12
fixed-income,5936,12
coins,5937,12
Ciba-Geigy,5938,12
landscape,5939,12
moments,5940,12
Lawmakers,5941,12
Masson,5942,12
N.Y,5943,12
convince,5944,12
rebuild,5945,12
Kate,5946,12
viable,5947,12
lie,5948,12
stayed,5949,12
catastrophe,5950,12
GTE,5951,12
IRA,5952,12
Engineering,5953,12
Microsystems,5954,12
complains,5955,12
reluctance,5956,12
wheat,5957,12
evaluation,5958,12
strengthened,5959,12
superconductors,5960,12
agriculture,5961,12
1970,5962,12
Ginnie,5963,12
Intelligence,5964,12
dress,5965,12
journal,5966,12
Odeon,5967,12
theft,5968,12
prosecutions,5969,12
exceeding,5970,12
proportion,5971,12
Given,5972,12
Palo,5973,12
publishers,5974,12
duck,5975,12
concede,5976,12
negotiable,5977,12
containing,5978,12
depreciation,5979,12
exercised,5980,12
Texans,5981,12
amended,5982,12
Chugai,5983,12
merit,5984,12
Moore,5985,12
patterns,5986,12
Republic,5987,12
Cie,5988,12
threats,5989,12
vowed,5990,12
harm,5991,12
ourselves,5992,12
painting,5993,12
Reform,5994,12
manner,5995,12
textile,5996,12
terminated,5997,12
would-be,5998,12
judicial,5999,12
Bristol-Myers,6000,12
environmentalists,6001,12
satellite,6002,12
hurting,6003,12
4.1,6004,12
establishing,6005,12
Casualty,6006,12
7.7,6007,12
500-stock,6008,12
PLO,6009,12
omitted,6010,12
Clark,6011,12
Henderson,6012,12
chromosome,6013,12
narrowly,6014,12
Media,6015,12
redeemed,6016,12
Gates,6017,12
Trotter,6018,12
Politburo,6019,12
tentative,6020,12
Later,6021,12
privilege,6022,12
document,6023,12
brings,6024,12
teaching,6025,12
swing,6026,12
spark,6027,12
ongoing,6028,12
Bobby,6029,12
requirement,6030,12
spends,6031,12
Legal,6032,12
massacre,6033,12
depositary,6034,12
demonstrators,6035,12
precisely,6036,12
score,6037,12
iron,6038,12
feels,6039,12
streamlining,6040,12
laptop,6041,12
NRM,6042,12
editors,6043,12
Growth,6044,12
Federation,6045,12
sentenced,6046,12
featured,6047,12
outsiders,6048,12
donated,6049,12
unfairly,6050,12
Jay,6051,12
breakers,6052,12
7.10,6053,12
trigger,6054,12
challenged,6055,12
plot,6056,12
fraudulent,6057,12
regulated,6058,12
vision,6059,12
Arafat,6060,12
slash,6061,12
speculate,6062,12
describe,6063,12
Lorin,6064,12
hole,6065,12
phase,6066,12
noncallable,6067,12
Angels,6068,12
pack,6069,12
medium-sized,6070,12
metropolitan,6071,12
youth,6072,12
sweet,6073,12
lure,6074,12
Publishing,6075,12
regard,6076,12
accepting,6077,12
endorsed,6078,12
Oliver,6079,12
intellectual,6080,12
workstations,6081,12
suppliers,6082,12
0.7,6083,12
doors,6084,12
Goodyear,6085,12
Soon,6086,12
Dick,6087,12
smoking,6088,12
Ted,6089,12
tea,6090,12
assassination,6091,12
mistake,6092,12
gaining,6093,12
"40,000",6094,12
Northrop,6095,12
watches,6096,12
withdrawals,6097,12
classroom,6098,12
execute,6099,12
minimal,6100,12
lock,6101,12
discovery,6102,12
Through,6103,12
maintains,6104,12
London-based,6105,12
ring,6106,12
inspired,6107,12
furs,6108,12
treated,6109,12
apartments,6110,12
115,6111,12
beautiful,6112,12
corruption,6113,12
Portfolio,6114,12
walking,6115,12
Sells,6116,12
salesmen,6117,12
Chan,6118,12
Colombia,6119,12
photos,6120,12
statute,6121,12
Glenn,6122,12
shadow,6123,12
solicitation,6124,12
symptoms,6125,12
"30,000",6126,12
Mackenzie,6127,12
defended,6128,12
Montedison,6129,12
Margaret,6130,12
bold,6131,12
O.,6132,12
spur,6133,12
crush,6134,12
utilization,6135,12
perspective,6136,12
transplants,6137,12
Network,6138,12
Science,6139,12
medicine,6140,12
dated,6141,12
questionable,6142,12
surveys,6143,12
perceived,6144,12
160,6145,12
scenes,6146,12
bonus,6147,12
images,6148,12
bearing,6149,12
Alberta,6150,12
enhance,6151,12
Creek,6152,12
anti-abortion,6153,12
concentrated,6154,12
Peladeau,6155,12
contributing,6156,12
Barbara,6157,12
label,6158,12
channel,6159,12
Unfortunately,6160,12
Yields,6161,12
Forest,6162,12
march,6163,12
Institutes,6164,12
TransCanada,6165,12
7.88,6166,12
ranged,6167,12
advantages,6168,12
Foothills,6169,12
responses,6170,12
proof,6171,12
unrelated,6172,11
Lexus,6173,11
tactics,6174,11
Burger,6175,11
Late,6176,11
actors,6177,11
occurs,6178,11
arguing,6179,11
Foster,6180,11
override,6181,11
yes,6182,11
Infiniti,6183,11
Sutton,6184,11
disappointment,6185,11
extending,6186,11
rushed,6187,11
Cosby,6188,11
integrity,6189,11
zero,6190,11
Chivas,6191,11
substitute,6192,11
fun,6193,11
Marketing,6194,11
N.C.,6195,11
Eaton,6196,11
Dave,6197,11
myself,6198,11
assurance,6199,11
neighbors,6200,11
demise,6201,11
Brian,6202,11
Way,6203,11
belong,6204,11
hitting,6205,11
delta,6206,11
regularly,6207,11
proteins,6208,11
counting,6209,11
formation,6210,11
induce,6211,11
treating,6212,11
slipping,6213,11
objective,6214,11
creativity,6215,11
protein,6216,11
Pharmaceuticals,6217,11
141.90,6218,11
Natural,6219,11
discretionary,6220,11
depend,6221,11
Goldsmith,6222,11
Edelman,6223,11
declaring,6224,11
Guaranteed,6225,11
explore,6226,11
Investigation,6227,11
petition,6228,11
9.6,6229,11
Kleinwort,6230,11
Vietnamese,6231,11
discrepancies,6232,11
Carol,6233,11
converting,6234,11
singer,6235,11
doubling,6236,11
fruit,6237,11
Arabia,6238,11
accusations,6239,11
plain,6240,11
breakdown,6241,11
cites,6242,11
escape,6243,11
Chung,6244,11
contemporary,6245,11
74,6246,11
context,6247,11
Colo.,6248,11
personally,6249,11
Beatrice,6250,11
positioned,6251,11
tumble,6252,11
Football,6253,11
stepping,6254,11
resisted,6255,11
Prof.,6256,11
marketer,6257,11
Johns,6258,11
buoyed,6259,11
profile,6260,11
lacks,6261,11
audiences,6262,11
forget,6263,11
Cambria,6264,11
la,6265,11
proposes,6266,11
p53,6267,11
helicopter,6268,11
profit-taking,6269,11
dismissal,6270,11
Belgium,6271,11
Highway,6272,11
maximize,6273,11
folks,6274,11
isolated,6275,11
Alto,6276,11
2001,6277,11
Trinova,6278,11
Vila,6279,11
Robinson,6280,11
U.S.A.,6281,11
4.875,6282,11
appellate,6283,11
Alliance,6284,11
licensed,6285,11
fits,6286,11
FOREIGN,6287,11
Communists,6288,11
naturally,6289,11
river,6290,11
Herbert,6291,11
exporters,6292,11
Perspective,6293,11
13.50,6294,11
Gordon,6295,11
Pennzoil,6296,11
tends,6297,11
230,6298,11
repeal,6299,11
11.5,6300,11
leasing,6301,11
principles,6302,11
tripled,6303,11
Fitzwater,6304,11
mart,6305,11
extreme,6306,11
8.25,6307,11
write-down,6308,11
vigorous,6309,11
Eastman,6310,11
galvanized,6311,11
procedural,6312,11
MONEY,6313,11
Fulton,6314,11
Current,6315,11
aluminum,6316,11
memories,6317,11
rhetoric,6318,11
indexes,6319,11
shoulder,6320,11
unexpectedly,6321,11
deliberately,6322,11
evaluate,6323,11
permits,6324,11
Nonetheless,6325,11
Sydney,6326,11
Otherwise,6327,11
Erbamont,6328,11
inadequate,6329,11
1.75,6330,11
7.1,6331,11
cooperatives,6332,11
Levy,6333,11
route,6334,11
printed,6335,11
opposing,6336,11
beauty,6337,11
replacing,6338,11
sorts,6339,11
scrambling,6340,11
Carat,6341,11
likelihood,6342,11
lawn,6343,11
western,6344,11
Panamanian,6345,11
catastrophic,6346,11
attitudes,6347,11
NATIONAL,6348,11
bacteria,6349,11
ASSOCIATION,6350,11
IRAs,6351,11
explosion,6352,11
Wang,6353,11
READY,6354,11
Lorenzo,6355,11
pit,6356,11
low-cost,6357,11
Colombian,6358,11
Occidental,6359,11
0.5,6360,11
rid,6361,11
LOAN,6362,11
thereafter,6363,11
battery,6364,11
Russell,6365,11
5.2,6366,11
protecting,6367,11
betting,6368,11
herself,6369,11
Amendment,6370,11
Financiere,6371,11
examine,6372,11
Never,6373,11
NEW,6374,11
Water,6375,11
"4,000",6376,11
Walker,6377,11
memo,6378,11
Everything,6379,11
whenever,6380,11
179,6381,11
Greece,6382,11
travelers,6383,11
scandals,6384,11
Wilson,6385,11
300-a-share,6386,11
climbing,6387,11
legislator,6388,11
scams,6389,11
Goldberg,6390,11
listening,6391,11
battered,6392,11
schedules,6393,11
revived,6394,11
wealthy,6395,11
Pfeiffer,6396,11
processes,6397,11
bay,6398,11
prevented,6399,11
pricings,6400,11
non-U.S.,6401,11
high-priced,6402,11
Satellite,6403,11
stalled,6404,11
Quist,6405,11
Toledo,6406,11
Hambrecht,6407,11
missile,6408,11
historic,6409,11
implies,6410,11
opens,6411,11
firmly,6412,11
boss,6413,11
nights,6414,11
gray,6415,11
computerized,6416,11
7.20,6417,11
candy,6418,11
rallies,6419,11
mystery,6420,11
criminals,6421,11
shippers,6422,11
swiftly,6423,11
airing,6424,11
flagship,6425,11
240,6426,11
92,6427,11
toy,6428,11
capitalism,6429,11
Pittston,6430,11
parliament,6431,11
long-distance,6432,11
Clean,6433,11
navy,6434,11
Cambodia,6435,11
Appeals,6436,11
Medicaid,6437,11
counseling,6438,11
Laboratories,6439,11
Victor,6440,11
surfaced,6441,11
moderately,6442,11
forest-products,6443,11
103,6444,11
8.9,6445,11
element,6446,11
denominations,6447,11
linking,6448,11
rock,6449,11
Sharon,6450,11
van,6451,11
"8,000",6452,11
samples,6453,11
temperatures,6454,11
allocation,6455,11
tradition,6456,11
Bryant,6457,11
5.1,6458,11
Police,6459,11
highways,6460,11
critic,6461,11
comply,6462,11
proving,6463,11
substance,6464,11
federally,6465,11
Stuart,6466,11
Klein,6467,11
topped,6468,11
empty,6469,11
Richter,6470,11
Md.,6471,11
humans,6472,11
pachinko,6473,11
Bronx,6474,11
Birmingham,6475,11
AND,6476,11
uncertainties,6477,11
single-A-2,6478,11
reservations,6479,11
admitting,6480,11
consented,6481,11
Kent,6482,11
flexible,6483,11
7.52,6484,11
Congressional,6485,11
N.,6486,11
sea,6487,11
vessels,6488,11
imposing,6489,11
Communication,6490,11
Manuel,6491,11
Dreyfus,6492,11
equity-purchase,6493,11
existence,6494,11
Hess,6495,11
tour,6496,11
voices,6497,11
78,6498,11
platform,6499,11
Hoechst,6500,11
figured,6501,11
View,6502,11
teach,6503,11
strengthening,6504,11
pegged,6505,11
Accounting,6506,11
Socialist,6507,11
destruction,6508,11
damp,6509,11
anger,6510,11
135,6511,11
smooth,6512,11
deserve,6513,11
regulate,6514,11
recommend,6515,11
mechanism,6516,11
Reuters,6517,11
seemingly,6518,11
liable,6519,11
compensate,6520,11
Gorky,6521,11
Division,6522,11
bell,6523,11
Nathan,6524,11
83,6525,11
Emhart,6526,11
freely,6527,11
OSHA,6528,11
upheld,6529,11
describes,6530,11
painful,6531,11
Wood,6532,11
Salinas,6533,11
resignations,6534,11
pledged,6535,11
cooperative,6536,11
plate,6537,11
bikes,6538,11
Fair,6539,11
reviews,6540,11
mutual-fund,6541,11
penny,6542,11
13th,6543,11
background,6544,11
pouring,6545,11
frequent,6546,11
refunds,6547,11
Aerospace,6548,11
Electronic,6549,11
ruble,6550,11
3.2,6551,11
methods,6552,11
Plan,6553,11
intimate,6554,11
visits,6555,11
violating,6556,11
Lexington,6557,11
defeated,6558,11
fed,6559,11
Hiroshima,6560,11
2.75,6561,11
naval,6562,11
Patrick,6563,11
fault,6564,11
staffs,6565,11
prospectus,6566,11
cabinet,6567,11
Indiana,6568,11
taxation,6569,11
Citizens,6570,11
overtime,6571,11
testify,6572,11
desirable,6573,11
contrary,6574,11
Corr,6575,11
shortages,6576,11
abandon,6577,11
completing,6578,11
pressured,6579,11
library,6580,11
generations,6581,11
backs,6582,11
chart,6583,11
Luzon,6584,11
somehow,6585,11
tracking,6586,11
lobbyist,6587,11
funny,6588,10
Marsh,6589,10
Publications,6590,10
admission,6591,10
leather,6592,10
marking,6593,10
steal,6594,10
14.6,6595,10
renewing,6596,10
taped,6597,10
loved,6598,10
underwrite,6599,10
closed-end,6600,10
slate,6601,10
13.1,6602,10
justified,6603,10
Nuovo,6604,10
conservatives,6605,10
confusing,6606,10
minorities,6607,10
Beers,6608,10
sympathetic,6609,10
decliners,6610,10
Stadium,6611,10
dismal,6612,10
Westmoreland,6613,10
laboratory,6614,10
smallest,6615,10
Demand,6616,10
indirect,6617,10
reckless,6618,10
BNL,6619,10
exporter,6620,10
disposal,6621,10
Tony,6622,10
releases,6623,10
directed,6624,10
technicians,6625,10
magnitude,6626,10
openly,6627,10
Superfund,6628,10
Stock-index,6629,10
cancers,6630,10
riskier,6631,10
Shapiro,6632,10
Executives,6633,10
embraced,6634,10
plead,6635,10
defective,6636,10
daughters,6637,10
reversal,6638,10
Mellon,6639,10
Stoltzman,6640,10
curtail,6641,10
exclusion,6642,10
attacked,6643,10
tariffs,6644,10
b,6645,10
30-share,6646,10
Lauder,6647,10
newsprint,6648,10
fetal-tissue,6649,10
Kean,6650,10
Louisiana,6651,10
diverted,6652,10
waive,6653,10
choosing,6654,10
innovation,6655,10
constituents,6656,10
voluntarily,6657,10
Thrift,6658,10
synthetic,6659,10
105,6660,10
damaging,6661,10
appointments,6662,10
Rubbermaid,6663,10
Ireland,6664,10
Keith,6665,10
certificate,6666,10
implemented,6667,10
155,6668,10
prestigious,6669,10
purchasers,6670,10
Angelo,6671,10
Popular,6672,10
prompt,6673,10
ethical,6674,10
relieved,6675,10
slumped,6676,10
floating,6677,10
Vatican,6678,10
temblor,6679,10
saved,6680,10
bolstered,6681,10
Circus,6682,10
lengthy,6683,10
merchants,6684,10
content,6685,10
generous,6686,10
opinions,6687,10
resumed,6688,10
Batman,6689,10
Cellular,6690,10
asserts,6691,10
Coopers,6692,10
cleaner,6693,10
transform,6694,10
firmed,6695,10
recruiting,6696,10
wildly,6697,10
Benjamin,6698,10
indirectly,6699,10
softer,6700,10
Scientists,6701,10
nerves,6702,10
cutbacks,6703,10
monitored,6704,10
buildup,6705,10
consist,6706,10
disciplinary,6707,10
cautioned,6708,10
definitely,6709,10
approaches,6710,10
literally,6711,10
alert,6712,10
heels,6713,10
Watson,6714,10
priorities,6715,10
Call,6716,10
dynamic,6717,10
blank,6718,10
safer,6719,10
vaccine,6720,10
1.19,6721,10
McDonnell,6722,10
lagged,6723,10
1.24,6724,10
obstacles,6725,10
epicenter,6726,10
boomers,6727,10
casualty,6728,10
wires,6729,10
fast-growing,6730,10
rigid,6731,10
preventing,6732,10
trials,6733,10
attending,6734,10
statistical,6735,10
races,6736,10
blames,6737,10
rational,6738,10
rushing,6739,10
Lufthansa,6740,10
relevant,6741,10
bipartisan,6742,10
niche,6743,10
Lipper,6744,10
premiere,6745,10
tremors,6746,10
pump,6747,10
hidden,6748,10
cooperate,6749,10
deduction,6750,10
devastating,6751,10
Czechoslovakia,6752,10
polled,6753,10
1.02,6754,10
Mike,6755,10
socialism,6756,10
smart,6757,10
rubble,6758,10
10.5,6759,10
severely,6760,10
Austin,6761,10
pursued,6762,10
U.S.S.R.,6763,10
accessories,6764,10
identity,6765,10
finishing,6766,10
dog,6767,10
Z,6768,10
engineer,6769,10
Uniroyal,6770,10
double-A,6771,10
microprocessor,6772,10
Travel,6773,10
burned,6774,10
Manufacturing,6775,10
adoption,6776,10
influenced,6777,10
diamonds,6778,10
Silver,6779,10
scrambled,6780,10
supervisor,6781,10
cement,6782,10
differently,6783,10
1.20,6784,10
alike,6785,10
Family,6786,10
revival,6787,10
clutter,6788,10
Rothschilds,6789,10
Obviously,6790,10
courses,6791,10
packaged,6792,10
infrastructure,6793,10
locked,6794,10
Ron,6795,10
unique,6796,10
Sinyard,6797,10
cure,6798,10
Daimler-Benz,6799,10
Show,6800,10
accountants,6801,10
Enfield,6802,10
limitations,6803,10
witnesses,6804,10
Skinner,6805,10
Iran,6806,10
lent,6807,10
survived,6808,10
reader,6809,10
Joel,6810,10
repaid,6811,10
earns,6812,10
relating,6813,10
proven,6814,10
Ray,6815,10
Night,6816,10
vacancy,6817,10
GMAC,6818,10
liquidated,6819,10
Batibot,6820,10
recorders,6821,10
erode,6822,10
Banque,6823,10
ethics,6824,10
8.3,6825,10
bike,6826,10
V.,6827,10
Does,6828,10
cereal,6829,10
nine-month,6830,10
fledgling,6831,10
Newark,6832,10
Olympics,6833,10
Fargo,6834,10
suggestion,6835,10
Further,6836,10
Va,6837,10
Generale,6838,10
Common,6839,10
appearing,6840,10
length,6841,10
in-house,6842,10
Jewish,6843,10
"800,000",6844,10
Soo,6845,10
midnight,6846,10
Met,6847,10
eventual,6848,10
Southam,6849,10
resign,6850,10
willingness,6851,10
clout,6852,10
day-to-day,6853,10
instituted,6854,10
aided,6855,10
concentrating,6856,10
philosophy,6857,10
lag,6858,10
discouraging,6859,10
king,6860,10
cycles,6861,10
stars,6862,10
Falcon,6863,10
department-store,6864,10
guests,6865,10
borrowers,6866,10
Schwartz,6867,10
convention,6868,10
Strip,6869,10
mayoral,6870,10
columns,6871,10
Aside,6872,10
Shaw,6873,10
hate,6874,10
Anne,6875,10
Nancy,6876,10
stones,6877,10
kidney,6878,10
bureaucratic,6879,10
2\/32,6880,10
Walt,6881,10
1.10,6882,10
averages,6883,10
tale,6884,10
phones,6885,10
installment,6886,10
Grumman,6887,10
disproportionate,6888,10
Mahfouz,6889,10
Prebon,6890,10
U.S.A,6891,10
DISCOUNT,6892,10
Embassy,6893,10
CALL,6894,10
skin,6895,10
ordering,6896,10
assault,6897,10
coordinate,6898,10
concludes,6899,10
translated,6900,10
socialist,6901,10
Rockwell,6902,10
prompting,6903,10
second-quarter,6904,10
tension,6905,10
Laboratory,6906,10
Chamber,6907,10
restriction,6908,10
searching,6909,10
stabilizing,6910,10
Mulford,6911,10
thereby,6912,10
centennial,6913,10
milestones,6914,10
accompanying,6915,10
diversification,6916,10
waters,6917,10
artists,6918,10
U,6919,10
addressed,6920,10
inched,6921,10
0.4,6922,10
hinted,6923,10
combining,6924,10
bureaucrats,6925,10
Instruments,6926,10
Cup,6927,10
Keating,6928,10
precise,6929,10
D,6930,10
Cray-3,6931,10
operational,6932,10
Newsweek,6933,10
emphasized,6934,10
disorders,6935,10
overwhelming,6936,10
Looking,6937,10
precedent,6938,10
486,6939,10
degrees,6940,10
Telesis,6941,10
Hooker,6942,10
Materials,6943,10
intentions,6944,10
obstacle,6945,10
architect,6946,10
chairs,6947,10
vacant,6948,10
gainers,6949,10
7.98,6950,10
Haven,6951,10
circle,6952,10
7.96,6953,10
8.09,6954,10
8.40,6955,10
rewards,6956,10
Spencer,6957,10
91,6958,10
attendance,6959,10
Critics,6960,10
unsettled,6961,10
ousted,6962,10
subsidized,6963,10
owes,6964,10
escaped,6965,10
Eventually,6966,10
collar,6967,10
provider,6968,10
palladium,6969,10
museum,6970,10
participated,6971,10
breakfast,6972,10
drafted,6973,10
unavailable,6974,10
175,6975,10
builds,6976,10
breakup,6977,10
welcomed,6978,10
rental,6979,10
lights,6980,10
relies,6981,10
sour,6982,10
exchange-rate,6983,10
announcer,6984,10
seasons,6985,10
BPCA,6986,10
neck,6987,10
pickup,6988,10
welfare,6989,10
hottest,6990,10
Pa,6991,10
1978,6992,10
yourself,6993,10
exceeds,6994,10
contact,6995,10
buses,6996,10
grim,6997,10
boiler,6998,10
printer,6999,10
stripped,7000,10
thrown,7001,10
Cranston,7002,10
Schering-Plough,7003,10
Funds,7004,10
Cairo,7005,10
Giovanni,7006,10
spurred,7007,10
pharmaceuticals,7008,10
9.9,7009,10
bargaining,7010,10
aging,7011,10
suspend,7012,10
Conservatives,7013,10
Winnebago,7014,10
HOME,7015,10
parity,7016,10
NASD,7017,10
complaining,7018,10
Arab,7019,10
gradually,7020,10
punitive,7021,10
MERRILL,7022,10
Jeff,7023,10
prime-time,7024,10
Hart,7025,10
fiercely,7026,10
OFFERED,7027,10
INTERBANK,7028,10
removal,7029,10
soil,7030,10
Linda,7031,10
EURODOLLARS,7032,10
LATE,7033,10
furriers,7034,10
bank-backed,7035,10
Negotiable,7036,10
6\/2,7037,10
decides,7038,10
"2,500",7039,10
smoothly,7040,10
component,7041,10
awful,7042,10
impression,7043,10
theirs,7044,10
market-makers,7045,10
Managers,7046,10
3.18,7047,10
cleaning,7048,10
furor,7049,10
miss,7050,10
perceptions,7051,10
lung,7052,10
panels,7053,10
mistakes,7054,10
advancing,7055,10
LYNCH,7056,10
elements,7057,10
industrialized,7058,10
stupid,7059,10
enjoyed,7060,10
tall,7061,10
10.2,7062,10
tree,7063,10
Newhouse,7064,10
intact,7065,10
handles,7066,10
timetable,7067,10
TRUST,7068,10
franchisee,7069,10
ASSETS,7070,10
