word\t index\t occurance
Toshiba\t 4840\t 16
advisory\t 4841\t 16
Alfred\t 4842\t 16
Straszheim\t 4843\t 16
satisfaction\t 4844\t 16
LBO\t 4845\t 16
God\t 4846\t 16
Seoul\t 4847\t 16
7.50\t 4848\t 16
assessment\t 4849\t 16
Area\t 4850\t 16
prominent\t 4851\t 16
opposite\t 4852\t 16
depends\t 4853\t 16
Amex\t 4854\t 16
Dataproducts\t 4855\t 16
excessive\t 4856\t 16
cheating\t 4857\t 16
moral\t 4858\t 16
NIH\t 4859\t 16
examination\t 4860\t 16
Independent\t 4861\t 16
impose\t 4862\t 16
Gold\t 4863\t 16
thousand\t 4864\t 16
decrease\t 4865\t 16
injuries\t 4866\t 16
Investments\t 4867\t 16
Bass\t 4868\t 16
Right\t 4869\t 16
Jerry\t 4870\t 16
perform\t 4871\t 16
falls\t 4872\t 16
requests\t 4873\t 16
motor\t 4874\t 16
neighborhoods\t 4875\t 16
sentence\t 4876\t 16
Dole\t 4877\t 16
routes\t 4878\t 16
physical\t 4879\t 16
Unless\t 4880\t 16
Procter\t 4881\t 16
techniques\t 4882\t 16
attracting\t 4883\t 16
Commodore\t 4884\t 16
protests\t 4885\t 16
recognition\t 4886\t 16
Giant\t 4887\t 16
earning\t 4888\t 16
Swedish\t 4889\t 16
coalition\t 4890\t 16
remainder\t 4891\t 16
pursuing\t 4892\t 16
MiniScribe\t 4893\t 16
drinking\t 4894\t 16
employed\t 4895\t 16
lately\t 4896\t 16
drove\t 4897\t 16
respect\t 4898\t 16
skills\t 4899\t 16
investigators\t 4900\t 16
tougher\t 4901\t 16
Hughes\t 4902\t 16
Reynolds\t 4903\t 16
designs\t 4904\t 16
suggestions\t 4905\t 16
grounds\t 4906\t 16
106\t 4907\t 16
year-end\t 4908\t 16
PCs\t 4909\t 16
registration\t 4910\t 16
N.J\t 4911\t 16
mountain\t 4912\t 16
Chandler\t 4913\t 16
longstanding\t 4914\t 16
Levine\t 4915\t 16
sixth\t 4916\t 16
solve\t 4917\t 16
diminished\t 4918\t 16
Daly\t 4919\t 16
abortion-rights\t 4920\t 16
rejection\t 4921\t 16
stemmed\t 4922\t 16
wealth\t 4923\t 16
1969\t 4924\t 16
Weisfield\t 4925\t 16
specify\t 4926\t 16
Provigo\t 4927\t 16
suddenly\t 4928\t 16
hybrid\t 4929\t 16
creditor\t 4930\t 16
brother\t 4931\t 16
shared\t 4932\t 16
therefore\t 4933\t 16
87\t 4934\t 16
four-year\t 4935\t 16
combine\t 4936\t 16
Galileo\t 4937\t 16
cargo\t 4938\t 16
Alaska\t 4939\t 16
routine\t 4940\t 16
Milan\t 4941\t 16
extension\t 4942\t 16
Stockholm\t 4943\t 16
golf\t 4944\t 16
Gamble\t 4945\t 16
Prudential\t 4946\t 16
Azoff\t 4947\t 16
cocoa\t 4948\t 16
6.6\t 4949\t 16
establishment\t 4950\t 16
Kingdom\t 4951\t 16
Previously\t 4952\t 16
NSC\t 4953\t 16
quit\t 4954\t 16
Anheuser\t 4955\t 16
integration\t 4956\t 16
defaults\t 4957\t 16
Coke\t 4958\t 16
misleading\t 4959\t 16
Finnish\t 4960\t 16
skeptical\t 4961\t 16
Indian\t 4962\t 16
regions\t 4963\t 16
ignore\t 4964\t 16
76\t 4965\t 16
obligations\t 4966\t 16
desk\t 4967\t 16
Mexican\t 4968\t 16
Xerox\t 4969\t 16
successfully\t 4970\t 16
bottle\t 4971\t 16
components\t 4972\t 16
6,000\t 4973\t 16
loose\t 4974\t 16
blocking\t 4975\t 16
wines\t 4976\t 16
striking\t 4977\t 16
female\t 4978\t 16
harvest\t 4979\t 16
fares\t 4980\t 16
regulator\t 4981\t 15
saving\t 4982\t 15
Sacramento\t 4983\t 15
choices\t 4984\t 15
drawing\t 4985\t 15
Rochester\t 4986\t 15
Zurich\t 4987\t 15
petrochemical\t 4988\t 15
odd\t 4989\t 15
Voice\t 4990\t 15
influential\t 4991\t 15
empire\t 4992\t 15
fines\t 4993\t 15
Nor\t 4994\t 15
Following\t 4995\t 15
clothing\t 4996\t 15
contended\t 4997\t 15
rubles\t 4998\t 15
Field\t 4999\t 15
wars\t 5000\t 15
earthquakes\t 5001\t 15
1977\t 5002\t 15
Unocal\t 5003\t 15
trimmed\t 5004\t 15
interbank\t 5005\t 15
Pioneer\t 5006\t 15
promotional\t 5007\t 15
adults\t 5008\t 15
NL\t 5009\t 15
bureaucracy\t 5010\t 15
imminent\t 5011\t 15
obviously\t 5012\t 15
Skase\t 5013\t 15
Manila\t 5014\t 15
clean\t 5015\t 15
Coca-Cola\t 5016\t 15
1.125\t 5017\t 15
270\t 5018\t 15
subjects\t 5019\t 15
86\t 5020\t 15
Acceptance\t 5021\t 15
alive\t 5022\t 15
feed\t 5023\t 15
Mancuso\t 5024\t 15
absorb\t 5025\t 15
Norfolk\t 5026\t 15
5.8\t 5027\t 15
intend\t 5028\t 15
fat\t 5029\t 15
Don\t 5030\t 15
reduces\t 5031\t 15
prosecutor\t 5032\t 15
recommendations\t 5033\t 15
publications\t 5034\t 15
enjoy\t 5035\t 15
emerge\t 5036\t 15
connected\t 5037\t 15
tremendous\t 5038\t 15
tasks\t 5039\t 15
drink\t 5040\t 15
restructured\t 5041\t 15
chances\t 5042\t 15
constantly\t 5043\t 15
compare\t 5044\t 15
Excluding\t 5045\t 15
AZT\t 5046\t 15
throw\t 5047\t 15
properly\t 5048\t 15
Bogart\t 5049\t 15
designer\t 5050\t 15
equaling\t 5051\t 15
seeds\t 5052\t 15
protest\t 5053\t 15
Deutsche\t 5054\t 15
band\t 5055\t 15
feared\t 5056\t 15
Cincinnati\t 5057\t 15
roads\t 5058\t 15
Philippine\t 5059\t 15
challenges\t 5060\t 15
Oregon\t 5061\t 15
knocked\t 5062\t 15
signals\t 5063\t 15
Andersson\t 5064\t 15
Leader\t 5065\t 15
Where\t 5066\t 15
anymore\t 5067\t 15
pills\t 5068\t 15
afraid\t 5069\t 15
army\t 5070\t 15
unprecedented\t 5071\t 15
definition\t 5072\t 15
Tower\t 5073\t 15
counterparts\t 5074\t 15
Ward\t 5075\t 15
tire\t 5076\t 15
dialogue\t 5077\t 15
covert\t 5078\t 15
Contel\t 5079\t 15
Whitten\t 5080\t 15
insiders\t 5081\t 15
Herald\t 5082\t 15
invited\t 5083\t 15
Hearst\t 5084\t 15
Let\t 5085\t 15
tax-exempt\t 5086\t 15
solely\t 5087\t 15
IMA\t 5088\t 15
spoke\t 5089\t 15
jet\t 5090\t 15
apartheid\t 5091\t 15
Rose\t 5092\t 15
aspect\t 5093\t 15
Bancorp\t 5094\t 15
illegally\t 5095\t 15
displays\t 5096\t 15
RU-486\t 5097\t 15
tourism\t 5098\t 15
Minnesota\t 5099\t 15
magnetic\t 5100\t 15
Holiday\t 5101\t 15
perfectly\t 5102\t 15
smoke\t 5103\t 15
Steinberg\t 5104\t 15
refinancing\t 5105\t 15
De\t 5106\t 15
sparked\t 5107\t 15
Back\t 5108\t 15
Having\t 5109\t 15
launching\t 5110\t 15
drought\t 5111\t 15
bias\t 5112\t 15
None\t 5113\t 15
column\t 5114\t 15
wider\t 5115\t 15
Nicaraguan\t 5116\t 15
Larry\t 5117\t 15
radiation\t 5118\t 15
1.50\t 5119\t 15
protesters\t 5120\t 15
heating\t 5121\t 15
arrest\t 5122\t 15
deterioration\t 5123\t 15
yielding\t 5124\t 15
eat\t 5125\t 15
Egg\t 5126\t 15
ally\t 5127\t 15
billing\t 5128\t 15
marketers\t 5129\t 15
conclusion\t 5130\t 15
specializes\t 5131\t 15
consolidation\t 5132\t 15
Safety\t 5133\t 15
mention\t 5134\t 15
defined\t 5135\t 15
Agnelli\t 5136\t 15
Yamaichi\t 5137\t 15
tourist\t 5138\t 15
barred\t 5139\t 15
2000\t 5140\t 15
Take\t 5141\t 15
Crane\t 5142\t 15
comedy\t 5143\t 15
forest\t 5144\t 15
StatesWest\t 5145\t 15
sweetened\t 5146\t 15
Dell\t 5147\t 15
Dentsu\t 5148\t 15
Memories\t 5149\t 15
salaries\t 5150\t 15
preference\t 5151\t 15
conversations\t 5152\t 15
tanks\t 5153\t 15
indicator\t 5154\t 15
welcome\t 5155\t 15
Interpublic\t 5156\t 15
box\t 5157\t 15
100-share\t 5158\t 15
serves\t 5159\t 15
detail\t 5160\t 15
Television\t 5161\t 15
1996\t 5162\t 15
Israeli\t 5163\t 15
Upjohn\t 5164\t 15
airport\t 5165\t 15
Sugarman\t 5166\t 15
wire\t 5167\t 15
cope\t 5168\t 15
consortium\t 5169\t 15
College\t 5170\t 15
visited\t 5171\t 15
structured\t 5172\t 15
suitor\t 5173\t 15
reject\t 5174\t 15
stretch\t 5175\t 15
patient\t 5176\t 15
creates\t 5177\t 15
Gillett\t 5178\t 15
Denver\t 5179\t 15
Utilities\t 5180\t 15
Gould\t 5181\t 15
suggesting\t 5182\t 15
RTC\t 5183\t 15
intention\t 5184\t 15
confusion\t 5185\t 15
symbol\t 5186\t 15
climb\t 5187\t 15
doubts\t 5188\t 15
Bernstein\t 5189\t 15
select\t 5190\t 15
pressing\t 5191\t 15
clause\t 5192\t 15
Seidman\t 5193\t 15
Ky.\t 5194\t 15
presidents\t 5195\t 15
refunding\t 5196\t 15
Gramm-Rudman\t 5197\t 15
FCC\t 5198\t 15
repurchase\t 5199\t 15
heading\t 5200\t 15
nearby\t 5201\t 15
signing\t 5202\t 15
rain\t 5203\t 15
settlements\t 5204\t 15
redeem\t 5205\t 15
loan-loss\t 5206\t 15
Hartford\t 5207\t 15
Human\t 5208\t 15
topic\t 5209\t 15
2.25\t 5210\t 15
string\t 5211\t 15
Guber-Peters\t 5212\t 15
stems\t 5213\t 15
meantime\t 5214\t 15
disputes\t 5215\t 15
exception\t 5216\t 15
treasury\t 5217\t 15
commuters\t 5218\t 15
seize\t 5219\t 15
Bennett\t 5220\t 15
wear\t 5221\t 15
strict\t 5222\t 15
1971\t 5223\t 15
equally\t 5224\t 15
Recently\t 5225\t 15
seven-day\t 5226\t 14
screens\t 5227\t 14
aims\t 5228\t 14
crunch\t 5229\t 14
Taylor\t 5230\t 14
passing\t 5231\t 14
4.9\t 5232\t 14
fundamentals\t 5233\t 14
Heritage\t 5234\t 14
Chevrolet\t 5235\t 14
improving\t 5236\t 14
Ratners\t 5237\t 14
occasionally\t 5238\t 14
bugs\t 5239\t 14
affair\t 5240\t 14
chunk\t 5241\t 14
text\t 5242\t 14
Five\t 5243\t 14
persistent\t 5244\t 14
Asset\t 5245\t 14
dubbed\t 5246\t 14
dry\t 5247\t 14
actively\t 5248\t 14
manufacture\t 5249\t 14
private-sector\t 5250\t 14
'S\t 5251\t 14
pictures\t 5252\t 14
7.875\t 5253\t 14
north\t 5254\t 14
107\t 5255\t 14
Consolidated\t 5256\t 14
accompanied\t 5257\t 14
I.\t 5258\t 14
lobbying\t 5259\t 14
witness\t 5260\t 14
Nippon\t 5261\t 14
alleges\t 5262\t 14
listing\t 5263\t 14
perestroika\t 5264\t 14
comprehensive\t 5265\t 14
receives\t 5266\t 14
Cancer\t 5267\t 14
outcry\t 5268\t 14
acknowledges\t 5269\t 14
tissue\t 5270\t 14
forfeiture\t 5271\t 14
insulin\t 5272\t 14
Marvin\t 5273\t 14
Norman\t 5274\t 14
asserted\t 5275\t 14
shock\t 5276\t 14
knowledge\t 5277\t 14
Vermont\t 5278\t 14
AB\t 5279\t 14
fifth\t 5280\t 14
savings-and-loan\t 5281\t 14
capable\t 5282\t 14
Early\t 5283\t 14
Everyone\t 5284\t 14
bourbon\t 5285\t 14
Anderson\t 5286\t 14
scrutiny\t 5287\t 14
mandatory\t 5288\t 14
listen\t 5289\t 14
Saks\t 5290\t 14
genuine\t 5291\t 14
anticipates\t 5292\t 14
careful\t 5293\t 14
growers\t 5294\t 14
error\t 5295\t 14
Majority\t 5296\t 14
crowded\t 5297\t 14
EDT\t 5298\t 14
interim\t 5299\t 14
negotiators\t 5300\t 14
Murray\t 5301\t 14
sheets\t 5302\t 14
drain\t 5303\t 14
initiatives\t 5304\t 14
Showtime\t 5305\t 14
Yale\t 5306\t 14
stockholders\t 5307\t 14
mere\t 5308\t 14
immune\t 5309\t 14
defendant\t 5310\t 14
Helmsley\t 5311\t 14
Stevens\t 5312\t 14
instructions\t 5313\t 14
issuers\t 5314\t 14
prolonged\t 5315\t 14
Better\t 5316\t 14
reverse\t 5317\t 14
consists\t 5318\t 14
Carlos\t 5319\t 14
animals\t 5320\t 14
deeply\t 5321\t 14
lucky\t 5322\t 14
pregnancy\t 5323\t 14
disobedience\t 5324\t 14
Whittle\t 5325\t 14
Rican\t 5326\t 14
routinely\t 5327\t 14
4.25\t 5328\t 14
furniture\t 5329\t 14
pitch\t 5330\t 14
rice\t 5331\t 14
survival\t 5332\t 14
Land\t 5333\t 14
sooner\t 5334\t 14
Conn\t 5335\t 14
6.3\t 5336\t 14
automatically\t 5337\t 14
recall\t 5338\t 14
demonstrations\t 5339\t 14
Arnold\t 5340\t 14
Springs\t 5341\t 14
93\t 5342\t 14
Hawaii\t 5343\t 14
chose\t 5344\t 14
Joe\t 5345\t 14
Aviation\t 5346\t 14
reviewing\t 5347\t 14
confrontation\t 5348\t 14
evident\t 5349\t 14
fought\t 5350\t 14
throwing\t 5351\t 14
Specialized\t 5352\t 14
Illuminating\t 5353\t 14
81\t 5354\t 14
dissident\t 5355\t 14
McDuffie\t 5356\t 14
Lang\t 5357\t 14
avoided\t 5358\t 14
freeway\t 5359\t 14
dark\t 5360\t 14
knight\t 5361\t 14
Private\t 5362\t 14
TVS\t 5363\t 14
glasnost\t 5364\t 14
Squibb\t 5365\t 14
Typical\t 5366\t 14
refuse\t 5367\t 14
attempted\t 5368\t 14
grows\t 5369\t 14
slip\t 5370\t 14
MTM\t 5371\t 14
disagree\t 5372\t 14
receivables\t 5373\t 14
likes\t 5374\t 14
farms\t 5375\t 14
combat\t 5376\t 14
arrested\t 5377\t 14
mission\t 5378\t 14
small-business\t 5379\t 14
Inco\t 5380\t 14
Building\t 5381\t 14
politically\t 5382\t 14
settling\t 5383\t 14
Toronto-based\t 5384\t 14
agreeing\t 5385\t 14
6.4\t 5386\t 14
190-point\t 5387\t 14
quotes\t 5388\t 14
historically\t 5389\t 14
promising\t 5390\t 14
entities\t 5391\t 14
Learning\t 5392\t 14
passage\t 5393\t 14
unexpected\t 5394\t 14
booming\t 5395\t 14
Cabrera\t 5396\t 14
artist\t 5397\t 14
reveal\t 5398\t 14
accrued\t 5399\t 14
households\t 5400\t 14
informal\t 5401\t 14
Individual\t 5402\t 14
desert\t 5403\t 14
Northwest\t 5404\t 14
strain\t 5405\t 14
probe\t 5406\t 14
Guzman\t 5407\t 14
actor\t 5408\t 14
percent\t 5409\t 14
Monetary\t 5410\t 14
Hotel\t 5411\t 14
Dodge\t 5412\t 14
Notes\t 5413\t 14
Travelers\t 5414\t 14
architecture\t 5415\t 14
expiration\t 5416\t 14
nonetheless\t 5417\t 14
movements\t 5418\t 14
aim\t 5419\t 14
narrowed\t 5420\t 14
agricultural\t 5421\t 14
Laff\t 5422\t 14
Chicago-based\t 5423\t 14
near-term\t 5424\t 14
Brewing\t 5425\t 14
0.25\t 5426\t 14
Records\t 5427\t 14
presidency\t 5428\t 14
13.8\t 5429\t 14
postponed\t 5430\t 14
6.79\t 5431\t 14
outlays\t 5432\t 14
Rich\t 5433\t 14
writes\t 5434\t 14
Order\t 5435\t 14
steelmaker\t 5436\t 14
distribute\t 5437\t 14
instrument\t 5438\t 14
affidavit\t 5439\t 14
Pan\t 5440\t 14
proposing\t 5441\t 14
Unilever\t 5442\t 14
troops\t 5443\t 14
111\t 5444\t 14
Bates\t 5445\t 14
Boyd\t 5446\t 14
Backer\t 5447\t 14
preserve\t 5448\t 14
gambling\t 5449\t 14
Reliance\t 5450\t 14
item\t 5451\t 14
keeps\t 5452\t 14
territory\t 5453\t 14
revolution\t 5454\t 14
lived\t 5455\t 14
jewelry\t 5456\t 14
bidder\t 5457\t 14
87.5\t 5458\t 14
science\t 5459\t 14
HomeFed\t 5460\t 14
Merieux\t 5461\t 14
letting\t 5462\t 14
sites\t 5463\t 14
tenure\t 5464\t 14
signaled\t 5465\t 14
2.50\t 5466\t 14
Ad\t 5467\t 14
consisting\t 5468\t 14
stick\t 5469\t 14
withdrew\t 5470\t 14
apiece\t 5471\t 14
granted\t 5472\t 14
appearance\t 5473\t 14
Fort\t 5474\t 14
handed\t 5475\t 14
camera\t 5476\t 14
oversees\t 5477\t 14
foundation\t 5478\t 14
Overall\t 5479\t 14
Silicon\t 5480\t 14
pop\t 5481\t 14
Heavy\t 5482\t 14
breaks\t 5483\t 14
excellent\t 5484\t 14
ranges\t 5485\t 14
rough\t 5486\t 14
Robertson\t 5487\t 14
Temple\t 5488\t 14
Charlotte\t 5489\t 14
considers\t 5490\t 14
classic\t 5491\t 14
intervention\t 5492\t 14
procedure\t 5493\t 14
beneficiaries\t 5494\t 14
79\t 5495\t 14
inches\t 5496\t 14
Pinnacle\t 5497\t 14
vans\t 5498\t 14
Jose\t 5499\t 14
Whatever\t 5500\t 14
Diego\t 5501\t 14
commercials\t 5502\t 14
function\t 5503\t 14
thanks\t 5504\t 14
bright\t 5505\t 14
adverse\t 5506\t 14
shed\t 5507\t 14
supports\t 5508\t 14
refining\t 5509\t 14
targeting\t 5510\t 14
atmosphere\t 5511\t 14
warm\t 5512\t 14
expertise\t 5513\t 14
performing\t 5514\t 14
Free\t 5515\t 14
poorly\t 5516\t 14
tuition\t 5517\t 14
urge\t 5518\t 14
returning\t 5519\t 14
errors\t 5520\t 14
popularity\t 5521\t 14
Brazilian\t 5522\t 14
locations\t 5523\t 14
scientist\t 5524\t 14
Wellington\t 5525\t 14
casting\t 5526\t 13
sister\t 5527\t 13
regardless\t 5528\t 13
weaken\t 5529\t 13
Peck\t 5530\t 13
Space\t 5531\t 13
engage\t 5532\t 13
privatization\t 5533\t 13
1950s\t 5534\t 13
tables\t 5535\t 13
recording\t 5536\t 13
Schwarz\t 5537\t 13
felony\t 5538\t 13
lesson\t 5539\t 13
Seattle\t 5540\t 13
liquidation\t 5541\t 13
indexing\t 5542\t 13
wearing\t 5543\t 13
acted\t 5544\t 13
reward\t 5545\t 13
superior\t 5546\t 13
Gray\t 5547\t 13
Stoll\t 5548\t 13
N.V.\t 5549\t 13
withdrawn\t 5550\t 13
kronor\t 5551\t 13
interviews\t 5552\t 13
Caribbean\t 5553\t 13
spirit\t 5554\t 13
native\t 5555\t 13
talent\t 5556\t 13
notice\t 5557\t 13
shore\t 5558\t 13
Quantum\t 5559\t 13
filling\t 5560\t 13
midst\t 5561\t 13
hampered\t 5562\t 13
observed\t 5563\t 13
deeper\t 5564\t 13
border\t 5565\t 13
Barry\t 5566\t 13
cross\t 5567\t 13
conflicts\t 5568\t 13
Blumenfeld\t 5569\t 13
Peterson\t 5570\t 13
assured\t 5571\t 13
steam\t 5572\t 13
rebounded\t 5573\t 13
Mutual\t 5574\t 13
borrowings\t 5575\t 13
Neal\t 5576\t 13
cholesterol\t 5577\t 13
Murphy\t 5578\t 13
fate\t 5579\t 13
Federated\t 5580\t 13
Antonio\t 5581\t 13
defeat\t 5582\t 13
Jon\t 5583\t 13
Income\t 5584\t 13
96\t 5585\t 13
Palestinian\t 5586\t 13
unspecified\t 5587\t 13
retiring\t 5588\t 13
2.85\t 5589\t 13
appealed\t 5590\t 13
contracted\t 5591\t 13
boosts\t 5592\t 13
courtroom\t 5593\t 13
laid\t 5594\t 13
liquid\t 5595\t 13
Terry\t 5596\t 13
sum\t 5597\t 13
sessions\t 5598\t 13
phenomenon\t 5599\t 13
Meridian\t 5600\t 13
Midland\t 5601\t 13
Bernard\t 5602\t 13
Kraft\t 5603\t 13
shake\t 5604\t 13
non-violent\t 5605\t 13
Consider\t 5606\t 13
Microsoft\t 5607\t 13
lows\t 5608\t 13
full-year\t 5609\t 13
practical\t 5610\t 13
entity\t 5611\t 13
scared\t 5612\t 13
Greenwich\t 5613\t 13
arrangements\t 5614\t 13
rises\t 5615\t 13
Value\t 5616\t 13
unnecessary\t 5617\t 13
Using\t 5618\t 13
Humana\t 5619\t 13
lay\t 5620\t 13
altogether\t 5621\t 13
enacted\t 5622\t 13
remarkable\t 5623\t 13
Relations\t 5624\t 13
Dan\t 5625\t 13
restored\t 5626\t 13
Quebec\t 5627\t 13
anxiety\t 5628\t 13
interpreted\t 5629\t 13
wary\t 5630\t 13
NBI\t 5631\t 13
Title\t 5632\t 13
winner\t 5633\t 13
consistent\t 5634\t 13
waited\t 5635\t 13
administrator\t 5636\t 13
obtaining\t 5637\t 13
raider\t 5638\t 13
theater\t 5639\t 13
bargain\t 5640\t 13
attendants\t 5641\t 13
Contra\t 5642\t 13
warns\t 5643\t 13
Internal\t 5644\t 13
sponsor\t 5645\t 13
warnings\t 5646\t 13
Magazine\t 5647\t 13
eating\t 5648\t 13
barrier\t 5649\t 13
lying\t 5650\t 13
wells\t 5651\t 13
145\t 5652\t 13
Ramada\t 5653\t 13
hedge\t 5654\t 13
Europeans\t 5655\t 13
Teddy\t 5656\t 13
drag\t 5657\t 13
brothers\t 5658\t 13
Mazda\t 5659\t 13
K.\t 5660\t 13
Long\t 5661\t 13
drama\t 5662\t 13
excuse\t 5663\t 13
operated\t 5664\t 13
Personal\t 5665\t 13
Fournier\t 5666\t 13
fibers\t 5667\t 13
multiple\t 5668\t 13
slated\t 5669\t 13
Roderick\t 5670\t 13
Reserves\t 5671\t 13
Worth\t 5672\t 13
businessman\t 5673\t 13
acceptable\t 5674\t 13
surely\t 5675\t 13
LIBOR\t 5676\t 13
breach\t 5677\t 13
toxin\t 5678\t 13
assumes\t 5679\t 13
Gillette\t 5680\t 13
guess\t 5681\t 13
stabilize\t 5682\t 13
proceed\t 5683\t 13
collect\t 5684\t 13
150,000\t 5685\t 13
mess\t 5686\t 13
7.2\t 5687\t 13
reactions\t 5688\t 13
impending\t 5689\t 13
sport\t 5690\t 13
Along\t 5691\t 13
conversation\t 5692\t 13
Activity\t 5693\t 13
McGraw-Hill\t 5694\t 13
nominal\t 5695\t 13
4.3\t 5696\t 13
issuance\t 5697\t 13
Sotheby\t 5698\t 13
derivative\t 5699\t 13
Penney\t 5700\t 13
computing\t 5701\t 13
exercisable\t 5702\t 13
holiday\t 5703\t 13
gauge\t 5704\t 13
removing\t 5705\t 13
5.4\t 5706\t 13
Irving\t 5707\t 13
Boesky\t 5708\t 13
method\t 5709\t 13
challenging\t 5710\t 13
Enterprises\t 5711\t 13
constant\t 5712\t 13
0.9\t 5713\t 13
half-hour\t 5714\t 13
journalists\t 5715\t 13
incident\t 5716\t 13
Scoring\t 5717\t 13
bushel\t 5718\t 13
commissioner\t 5719\t 13
proceeding\t 5720\t 13
industrywide\t 5721\t 13
pride\t 5722\t 13
Elizabeth\t 5723\t 13
Taipei\t 5724\t 13
Conference\t 5725\t 13
issuing\t 5726\t 13
catalog\t 5727\t 13
entrepreneurs\t 5728\t 13
Cambridge\t 5729\t 13
fancy\t 5730\t 13
taste\t 5731\t 13
destroy\t 5732\t 13
authors\t 5733\t 13
platinum\t 5734\t 13
Funding\t 5735\t 13
wind\t 5736\t 13
sank\t 5737\t 13
shoes\t 5738\t 13
Car\t 5739\t 13
manufactured\t 5740\t 13
payroll\t 5741\t 13
favors\t 5742\t 13
beneficial\t 5743\t 13
Eli\t 5744\t 13
depository\t 5745\t 13
delegation\t 5746\t 13
patents\t 5747\t 13
anxious\t 5748\t 13
steelmakers\t 5749\t 13
affluent\t 5750\t 13
Renault\t 5751\t 13
alcohol\t 5752\t 13
upper\t 5753\t 13
underwriting\t 5754\t 13
stiff\t 5755\t 13
O'Kicki\t 5756\t 13
88\t 5757\t 13
copyright\t 5758\t 13
publishes\t 5759\t 13
interpretation\t 5760\t 13
Iran-Contra\t 5761\t 13
promptly\t 5762\t 13
winners\t 5763\t 13
adjust\t 5764\t 13
appliances\t 5765\t 13
predecessor\t 5766\t 13
Agnos\t 5767\t 13
taught\t 5768\t 13
questioned\t 5769\t 13
Carter\t 5770\t 13
announcements\t 5771\t 13
2004\t 5772\t 13
writers\t 5773\t 13
overhead\t 5774\t 13
EPA\t 5775\t 13
Tenn.\t 5776\t 13
Similarly\t 5777\t 13
Exterior\t 5778\t 13
marketed\t 5779\t 13
Courtaulds\t 5780\t 13
justify\t 5781\t 13
switched\t 5782\t 13
Parker\t 5783\t 13
hotels\t 5784\t 13
bears\t 5785\t 13
corner\t 5786\t 13
Petrie\t 5787\t 13
deregulation\t 5788\t 13
expired\t 5789\t 13
Carbide\t 5790\t 13
repairs\t 5791\t 13
prosecution\t 5792\t 13
quietly\t 5793\t 13
quantities\t 5794\t 13
comic\t 5795\t 13
widened\t 5796\t 13
diabetics\t 5797\t 13
mortgage-backed\t 5798\t 13
Random\t 5799\t 13
Deposit\t 5800\t 13
snapped\t 5801\t 13
Orkem\t 5802\t 13
Merksamer\t 5803\t 13
Year\t 5804\t 13
quotas\t 5805\t 13
Norton\t 5806\t 13
Kravis\t 5807\t 13
disputed\t 5808\t 13
1998\t 5809\t 13
cultural\t 5810\t 13
Square\t 5811\t 13
demanding\t 5812\t 13
Genentech\t 5813\t 13
pulling\t 5814\t 13
understood\t 5815\t 13
contains\t 5816\t 13
Club\t 5817\t 13
PWA\t 5818\t 13
tendered\t 5819\t 12
sidelines\t 5820\t 12
mount\t 5821\t 12
Representatives\t 5822\t 12
homeowners\t 5823\t 12
Andrew\t 5824\t 12
Darman\t 5825\t 12
Mirage\t 5826\t 12
borough\t 5827\t 12
inclined\t 5828\t 12
index-arbitrage\t 5829\t 12
Trans\t 5830\t 12
J.C.\t 5831\t 12
K\t 5832\t 12
ideal\t 5833\t 12
picks\t 5834\t 12
5.6\t 5835\t 12
fishing\t 5836\t 12
franc\t 5837\t 12
trees\t 5838\t 12
Allied\t 5839\t 12
transfers\t 5840\t 12
missed\t 5841\t 12
boasts\t 5842\t 12
Polly\t 5843\t 12
demanded\t 5844\t 12
Prince\t 5845\t 12
shuttle\t 5846\t 12
conclude\t 5847\t 12
Are\t 5848\t 12
distance\t 5849\t 12
concerning\t 5850\t 12
communist\t 5851\t 12
declares\t 5852\t 12
computer-driven\t 5853\t 12
Barre\t 5854\t 12
Stewart\t 5855\t 12
high-definition\t 5856\t 12
retains\t 5857\t 12
daughter\t 5858\t 12
Candlestick\t 5859\t 12
married\t 5860\t 12
Few\t 5861\t 12
Amsterdam\t 5862\t 12
H&R\t 5863\t 12
waves\t 5864\t 12
bus\t 5865\t 12
minds\t 5866\t 12
marginal\t 5867\t 12
60,000\t 5868\t 12
USIA\t 5869\t 12
6.25\t 5870\t 12
columnist\t 5871\t 12
McGovern\t 5872\t 12
criteria\t 5873\t 12
mounting\t 5874\t 12
tax-free\t 5875\t 12
indicted\t 5876\t 12
deficits\t 5877\t 12
Fifth\t 5878\t 12
Am\t 5879\t 12
regain\t 5880\t 12
unveil\t 5881\t 12
constitute\t 5882\t 12
threw\t 5883\t 12
Realty\t 5884\t 12
inflation-adjusted\t 5885\t 12
trim\t 5886\t 12
Nynex\t 5887\t 12
fled\t 5888\t 12
seconds\t 5889\t 12
alter\t 5890\t 12
ice\t 5891\t 12
offensive\t 5892\t 12
island\t 5893\t 12
selection\t 5894\t 12
Annualized\t 5895\t 12
impressive\t 5896\t 12
Takeover\t 5897\t 12
clothes\t 5898\t 12
perfect\t 5899\t 12
7.6\t 5900\t 12
Runkel\t 5901\t 12
notified\t 5902\t 12
weakened\t 5903\t 12
insolvent\t 5904\t 12
Commodities\t 5905\t 12
sick\t 5906\t 12
install\t 5907\t 12
decent\t 5908\t 12
free-market\t 5909\t 12
recommendation\t 5910\t 12
advising\t 5911\t 12
Jonathan\t 5912\t 12
